Route_No,DEVICE_ID,vehicle_no,schedule_name,SIM_NUMBER
G-2,150220751,KA57F0832,G-2/16-All Days,9987865578
330,150219032,KA01FA1835,330/7-Week Days,9987865509
77F,150220362,KA01F4692,77F/1-Holiday,9987865482
111C,150220050,KA01FA0081,111C/7-All Days,9987865271
JPV-13,150220027,KA01FA0823,JPV-13/7-Week Days,9987865264
345,150222797,KA01FA0861,345/1-All Days,9987865232
36A,150222421,KA01FA1244,36A/1-All Days,9987865221
150,150218805,KA01FA0894,150/2-Week Days,9987865144
315F,150219324,KA01FA0236,315F/1-All Days,9987865116
210C,150219710,KA01FA0794,210C/1-All Days,9987865113
95,150220771,KA01FA1876,95/2-All Days,9987865014
145A,150220431,KA01F2919,145A/1-All Days,9987864998
314D,150221289,KA01FA0837,314D/1-All Days,9987864984
91D,150218271,KA01FA0011,91D/5-Week Days,9987864917
361C,150221189,KA01FA1493,361C/3-All Days,9987864798
80C,150222777,KA01F4421,80C/2-All Days,9987864736
202A,150222065,KA01FA2044,202A/2-Week Days,9987864672
79D,150220732,KA01F3847,79D/3-All Days,9987864641
279E,150220600,KA01F3033,279E/5-All Days,9987864637
79A,150218211,KA01F3703,79A/1-All Days,9987864635
64D,150221165,KA01FA1889,64D/1-Week Days,9987864632
348G,150218309,KA01FA0611,348G/1-All Days,9987864584
285MA,150219840,KA01FA1784,285MA/2-All Days,9987864350
138,150219098,KA01FA2032,138/6-Week Days,9987864277
210H,150221638,KA01F4905,210H/1-All Days,9987864237
JPV-5,150218970,KA01FA1918,JPV-5/3-Holiday,9987864176
343,150218685,KA01FA0087,343/7-All Days,9987864089
91D,150221464,KA57F0306,91D/3-Week Days,9987864036
V-500A,150221427,KA01FA1950,V-500A/12-All Days,9987863213
V-500D,150221574,KA57F0041,V-500D/2-Week Days,9987862830
276,150219562,KA01F4299,276/26-All Days,9967485840
80F,150221461,KA01FA2249,80F/2-All Days,9987857994
100,150221964,KA01FA2180,100/2-Holiday,9987857814
PK-95,150218068,KA01F8995,PK-95/7-All Days,9987856821
250AC,150218827,KA01F2449,250AC/4-All Days,9987856350
401M,150218889,KA57F1284,401M/10-All Days,9987856118
501BH,150220745,KA01F4648,501BH/7-All Days,9987855661
89E,150222522,KA01F3597,89E/7-All Days,9987855639
401KM,150222663,KA01F3664,401KM/2-All Days,9987854278
79F,150219999,KA01F3165,79F/1-All Days,9987853823
401,150218751,KA53F0130,401/11-Holiday,9987853778
95D,150222437,KA01F2598,95D/1-All Days,9987853664
82AR,150218206,KA01F3400,82AR/4-All Days,9987852959
80E,150222407,KA01F3156,80E/2-All Days,9987850890
75D,150222499,KA01F3831,75D/2-All Days,9987849841
94D,150220925,KA01F3725,94D/1-All Days,9987849655
83D,150220881,KA01F2586,83D/1-All Days,9987849380
90E,150219108,KA01F9572,90E/1-All Days,9987848683
401,150220878,KA01FA1964,401/8-Holiday,9987848238
271R,150218050,KA01F2380,271R/2-All Days,9987848220
104,150222532,KA01F3870,104/1-All Days,9987848147
410FA,150218255,KA01F8903,410FA/5-All Days,9987846965
92E,150219040,KA01F3770,92E/1-All Days,9987846531
K-2,150221458,KA01FA1333,K-2/9-All Days,9987846360
507C,150220884,KA01FA0142,507C/8-All Days,9987846272
96,150220873,KA01F9309,96/6-All Days,9987845981
PHS-37,150221319,KA01FA1291,PHS-37/1-Week Days,9987845344
501F,150221989,KA01F3104,501F/1-All Days,9987845181
79B,150221085,KA01F3573,79B/1-All Days,9987845147
276,150221921,KA01FA1274,276/24-Holiday,9987844937
99B,150221073,KA42F1689,99B/5-Holiday,9987844818
80G,150219399,KA01F3850,80G/1-All Days,9987844150
273C,150218151,KA01FA0996,273C/2-Holiday,9987844035
77E,150219930,KA01FA2242,77E/3-All Days,9987844024
79E,150221729,KA01F3806,79E/1-All Days,9987843653
89D,150221771,KA01F3291,89D/2-All Days,9987843342
JPV-12,150221735,KA01F8689,JPV-12/2-Week Days,9987843056
279,150219261,KA01F2978,279/1-All Days,9987842743
276,150221680,KA01FA1656,276/16-Saturday,9987842486
TR6,150221975,KA01F3046,TR6/6-All Days,9987842252
181,150221396,KA01F3056,181/3-All Days,9987842207
80,150221349,KA01FA1004,80/8-Week Days,9987842131
99B,150220902,KA01F3220,99B/6-All Days,9987841875
79E,150221079,KA01F3633,79E/3-All Days,9987841672
276,150221827,KA57F0161,276/27-Holiday,9987841392
82,150221736,KA01F8767,82/6-All Days,9987841014
502E,150220955,KA01F9379,502E/2-All Days,9987840896
276E,150219993,KA57F1419,276E/2-Holiday,9987840731
76E,150221880,KA01FA1296,76E/1-All Days,9987840723
96E,150219138,KA01F3880,96E/3-All Days,9987840544
258CB,150218657,KA01F3376,258CB/9-Week Days,9987840534
401M,150221457,KA01F4453,401M/32-All Days,9987840395
319,150218395,KA01FA0425,319/2-All Days,9987891589
365J,150219187,KA57F0513,365J/8-All Days,9987891549
304C,150219031,KA57F0021,304C/1-All Days,9987891078
KBS-3E,150218706,KA57F1165,KBS-3E/6-All Days,9987891003
302D,150222779,KA01FA0550,302D/1-All Days,9987890603
164,150222736,KA01F9398,164/2-All Days,9987889859
PK201,150218426,KA53F0049,PK201/28-Week Days,9987889722
PK-210A,150222445,KA01FA1117,PK-210A/7-Week Days,9987889534
SBS-1K,150220702,KA01FA2169,SBS-1K/12-All Days,9987887661
201MA,150222438,KA01F3938,201MA/5-All Days,9987887347
201J,150222556,KA01FA0864,201J/10-Week Days,9987886626
KBS-1I,150219133,KA57F0073,KBS-1I/13-All Days,9987886167
334E,150218367,KA01FA1489,334E/5-All Days,9987885515
162,150219036,KA42F1668,162/2-Week Days,9987885230
HAL-FEEDER-1,150218639,KA01F9036,HAL-FEEDER-1/1-All Days,9987885198
201MA,150218833,KA01F3834,201MA/6-All Days,9987884980
144E,150218472,KA01FA1374,144E/6-All Days,9987884569
309,150219074,KA01F8932,309/1-All Days,9987884425
211L,150219672,KA01F4631,211L/1-All Days,9987822135
PK-43E,150221629,KA57F0362,PK-43E/1-Holiday,9987821748
211C,150218053,KA01FA0299,211C/1-All Days,9987821195
410A,150219691,KA01F4809,410A/1-All Days,9987821037
265A,150219783,KA57F0100,265A/11-All Days,9987820970
291J,150218092,KA01F8912,291J/3-All Days,9987820873
507PS,150222870,KA01F4351,507PS/1-All Days,9987820800
264,150222350,KA57F0641,264/2-All Days,9987820553
410,150222875,KA01FA2079,410/9-Holiday,9987820501
410,150220488,KA01FA0658,410/6-All Days,9987820473
265,150222987,KA01F4350,265/9-All Days,9987820256
410A,150222031,KA57F0686,410A/3-All Days,9987820139
252A,150222187,KA01FA0144,252A/2-All Days,9987819965
253HC,150220917,KA01FA0132,253HC/1-Holiday,9987819877
253F,150220668,KA01FA1289,253F/1-Holiday,9987819876
MBS-12,150222214,KA01FA0515,MBS-12/1-All Days,9987819821
250B,150221110,KA57F0112,250B/2-All Days,9987819205
410A,150220640,KA57F0687,410A/4-All Days,9987819031
254D,150222833,KA57F0447,254D/1-All Days,9987818838
BC-8,150220898,KA01F8964,BC-8/2-All Days,9987818833
248,150222157,KA01F8983,248/32-All Days,9987818662
507A,150222859,KA57F1001,507A/5-All Days,9987818649
252F,150222908,KA01F8736,252F/8-All Days,9987818632
502H,150222480,KA57F1255,502H/24-All Days,9987818569
264A,150222349,KA01F8682,264A/3-All Days,9987818549
264A,150221812,KA53F0264,264A/2-All Days,9987818409
250V,150221069,KA01F4909,250V/1-All Days,9987818223
502F,150222032,KA53F0251,502F/1-All Days,9987817627
248F,150220408,KA01F4884,248F/3-All Days,9987817477
271A,150222204,KA01FA0391,271A/2-All Days,9987817303
401AF,150219848,KA01FA0318,401AF/1-All Days,9987817265
300A,150218046,KA01F3684,300A/1-All Days,9987817255
401AF,150222008,KA01F4960,401AF/3-All Days,9987817216
252E,150221622,KA01FA2012,252E/3-All Days,9987817155
265,150220709,KA53F0195,265/1-All Days,9987782824
401A,150219541,KA01F4484,401A/1-All Days,9987817084
248C,150220465,KA57F0535,248C/1-All Days,9987817077
250P,150222049,KA01FA1869,250P/3-Week Days,9987817043
252A,150218356,KA01FA1834,252A/11-Holiday,9987816874
271A,150220076,KA01FA0280,271A/3-All Days,9987816770
502F,150221686,KA57F1256,502F/8-All Days,9987816733
269B,150222945,KA57F0348,269B/3-Week Days,9987816732
265A,150222337,KA57F0145,265A/2-All Days,9987816696
500C,150219189,KA01FA0014,500C/6-All Days,9987816258
600,150218712,KA57F1423,600/5-All Days,9987811774
342F,150218740,KA57F0345,342F/7-Week Days,9987810968
383,150218845,KA01FA0477,383/1-All Days,9987840293
150,150220121,KA53F0011,150/3-Week Days,9987840254
314H,150220724,KA01FA1195,314H/2-All Days,9987839982
28,150222580,KA42F1675,28/1-Holiday,9987839080
95,150221324,KA01F9031,95/4-All Days,9987838595
282,150222583,KA01FA0569,282/1-All Days,9987838339
43E,150222760,KA01F4488,43E/4-All Days,9987838002
344D,150220770,KA01FA0465,344D/2-All Days,9987837958
342F,150222427,KA01FA2098,342F/11-All Days,9987837848
340H,150220012,KA01FA1774,340H/7-Holiday,9987837245
362C,150222672,KA50F0142,362C/10-All Days,9987837229
G-2,150222225,KA01FA2274,G-2/8-All Days,9987836443
150,150221128,KA57F0292,150/4-Week Days,9987836370
235E,150220978,KA01FA1873,235E/1-All Days,9987835810
171,150221711,KA01F4885,171/3-All Days,9987835792
340H,150218337,KA42F1701,340H/6-Holiday,9987835724
80A,150220663,KA42F1702,80A/15-Holiday,9987835717
321,150222615,KA01FA1184,321/1-All Days,9987835479
365P,150222543,KA01FA1943,365P/11-All Days,9987835468
G-11,150218594,KA01F2640,G-11/2-All Days,9987835376
K-5,150222593,KA01FA0664,K-5/1-All Days,9987807829
265,150218155,KA01F2760,265/4-All Days,9987807795
252E,150220953,KA01FA2100,252E/2-Holiday,9987807783
401A,150219395,KA01F8966,401A/15-All Days,9987807758
263,150222658,KA01FA1178,263/2-All Days,9987807085
410FB,150218312,KA01F9549,410FB/3-All Days,9987785285
201J,150222960,KA01FA1588,201J/3-Holiday,9987785147
213,150219721,KA01FA0701,213/1-Week Days,9987785135
501A,150222254,KA01F8927,501A/4-All Days,9987785089
211K,150222341,KA01FA0507,211K/1-All Days,9987785047
45A,150222850,KA01FA0187,45A/1-All Days,9987785019
JPV-26,150220908,KA57F0027,JPV-26/3-All Days,9987784982
211RA,150222828,KA57F0726,211RA/1-All Days,9987784941
201C,150222366,KA57F0725,201C/1-All Days,9987784827
217E,150219702,KA57F0159,217E/1-All Days,9987784806
15E,150222257,KA01FA0480,15E/7-All Days,9987784657
43E,150220635,KA01FA0481,43E/2-All Days,9987784562
43A,150218058,KA57F0762,43A/2-All Days,9987784544
214H,150221170,KA01FA0668,214H/2-All Days,9987784457
212B,150222892,KA01FA0244,212B/1-All Days,9987784015
501A,150220491,KA57F0630,501A/1-All Days,9987783886
TR6,150219836,KA01F4482,TR6/1-All Days,9987783864
600CF,150218408,KA53F0122,600CF/6-All Days,9987783771
210G,150813342,KA01FA0139,210G/1-All Days,9987783440
FDR-2,150814771,KA01F4511,FDR-2/3-All Days,9987783426
374,150813348,KA01F4419,374/1-All Days,9987783156
45F,150814563,KA01F4471,45F/1-All Days,9987782789
FDR-7,150813279,KA57F0614,FDR-7/1-All Days,9987782669
210J,150814456,KA01FA0628,210J/2-All Days,9987782668
TR-4,150221247,KA01F3818,TR-4/2-All Days,9987782083
AS-6,150222302,KA01F3252,AS-6/4-All Days,9987782078
234A,150222279,KA01F8669,234A/7-All Days,9987782071
64,150222925,KA57F1322,64/1-All Days,9987781962
60A,150222803,KA01F9035,60A/8-Holiday,9987781926
600KB,150220115,KA57F0261,600KB/2-All Days,9987781905
MF-10,150222289,KA01F4986,MF-10/2-All Days,9987783087
317G,150219746,KA57F0450,317G/8-All Days,9967545195
265,150222062,KA57F0645,265/3-All Days,9987780698
248,150222915,KA01F4744,248/9-All Days,9987780689
270,150221191,KA01F3410,270/2-All Days,9987780669
507C,150221666,KA57F0461,507C/5-All Days,9987780594
265,150219717,KA57F1085,265/10-All Days,9987780559
265A,150222949,KA57F0537,265A/1-All Days,9987780545
401A,150219693,KA01F4958,401A/12-All Days,9987780540
248,150222852,KA01F4743,248/10-All Days,9987780523
502HE,150222183,KA53F0164,502HE/1-All Days,9987780519
507,150222890,KA57F0110,507/3-All Days,9987780507
265A,150222865,KA53F0090,265A/9-All Days,9987780492
111C,150220328,KA01F8548,111C/1-All Days,9987780402
252E,150219994,KA01FA0205,252E/9-All Days,9987780273
254B,150219765,KA01FA0093,254B/1-All Days,9987780242
502L,150221687,KA01FA0170,502L/5-All Days,9987780126
114,150222074,KA01F3258,114/1-All Days,9987769936
501C,150222282,KA01FA1652,501C/2-All Days,9987769873
108B,150222118,KA01FA2087,108B/4-Holiday,9987769776
248,150219674,KA01F3375,248/31-All Days,9987769753
238SA,150220656,KA01F3305,238SA/2-All Days,9987769710
JPV-13,150218336,KA01FA1783,JPV-13/6-All Days,9987769667
265A,150221126,KA01F3583,265A/12-All Days,9987769646
171B,150222306,KA01FA2175,171B/2-Week Days,9987769643
415B,150222252,KA01FA2189,415B/2-All Days,9987769600
115A,150222264,KA01FA2167,115A/1-Week Days,9987769581
287P,150222063,KA01F3171,287P/1-All Days,9987769568
279E,150219204,KA01F8653,279E/4-All Days,9987769489
114A,150220428,KA01FA0186,114A/4-Week Days,9987769426
111E,150220486,KA01F3473,111E/2-All Days,9987769422
176,150220510,KA01F8623,176/1-All Days,9987769411
108B,150222326,KA53F0064,108B/2-Holiday,9987769947
415A,150219857,KA01FA2301,415A/2-All Days,9987769346
507,150222978,KA57F0536,507/5-All Days,9987769339
270A,150219543,KA01F8907,270A/1-All Days,9987769334
JPV-5,150220366,KA42F1691,JPV-5/2-Holiday,9987769322
410,150220731,KA01FA0649,410/5-All Days,9987769266
248,150219981,KA01FA0131,248/11-All Days,9987769264
176,150221657,KA01F3835,176/15-All Days,9987769189
502H,150221568,KA53F0184,502H/18-All Days,9987769183
251E,150221772,KA01FA0716,251E/3-All Days,9987769124
252FC,150222835,KA01FA0657,252FC/1-All Days,9987769118
501C,150221925,KA01FA2204,501C/13-All Days,9987769068
501C,150218240,KA01FA2060,501C/14-All Days,9987769066
176,150221811,KA57F1002,176/21-All Days,9987769064
114B,150220513,KA01FA1958,114B/1-All Days,9987769033
270,150220034,KA01F4980,270/5-All Days,9987769024
252,150220794,KA01FA1546,252/6-Holiday,9987768997
300V,150220343,KA01F2613,300V/2-All Days,9987768948
60G,150221823,KA53F0048,60G/1-Holiday,9987768835
507PS,150219943,KA01FA0703,507PS/5-All Days,9987768791
500D,150220347,KA01F3830,500D/27-All Days,9987768746
502D,150218687,KA01FA0528,502D/5-All Days,9987768632
300H,150218601,KA01FA1130,300H/1-All Days,9987768624
319F,150218903,KA01FA0808,319F/1-All Days,9987768354
300E,150222799,KA01FA0637,300E/10-All Days,9987767934
304K,150220511,KA01FA0499,304K/7-All Days,9987767638
314A,150218254,KA01FA0403,314A/3-All Days,9987767543
500D,150218948,KA01F2308,500D/26-All Days,9987767363
500D,150218085,KA01FA0578,500D/02-All Days,9987767263
381E,150220566,KA01FA0778,381E/1-All Days,9987767259
KBS-13K,150218071,KA01FA0444,KBS-13K/2-All Days,9987767257
311,150220694,KA01FA0921,311/6-All Days,9987767254
290T,150222993,KA01F3777,290T/3-All Days,9967517174
G-10,150219084,KA01F4423,G-10/1-All Days,9967516940
MBS-8,150219818,KA01F9404,MBS-8/5-All Days,9967516872
412,150222044,KA01F9299,412/2-All Days,9967516718
122,150220449,KA01F3828,122/1-All Days,9967516714
291G,150222028,KA01F2959,291G/1-All Days,9967516676
290A,150222278,KA01F3867,290A/1-All Days,9967516544
123,150220786,KA01F3528,123/1-All Days,9967516524
500A,150222374,KA01F9023,500A/7-All Days,9967516523
290H,150222880,KA01F3822,290H/1-All Days,9967516423
G-10,150222967,KA01F4424,G-10/2-All Days,9967516275
293B,150222816,KA01F8981,293B/1-All Days,9967516231
291G,150220655,KA01F3885,291G/2-All Days,9967516149
412,150221732,KA01F4752,412/3-All Days,9967516114
293S,150222898,KA01F4643,293S/1-All Days,9967515937
414,150219812,KA01FA1983,414/1-All Days,9967515922
K-6,150222222,KA01F4880,K-6/2-All Days,9967515917
294A,150219715,KA01F4654,294A/1-All Days,9967515879
300E,150218158,KA01F3774,300E/15-All Days,9967515859
291J,150218244,KA01F3398,291J/2-All Days,9967515841
290C,150222113,KA01F3443,290C/4-All Days,9967515743
KBS-12HK,150219955,KA57F1372,KBS-12HK/8-All Days,9987807066
298P,150222964,KA57F0635,298P/7-All Days,9987807061
500D,150220782,KA57F0260,500D/10-Week Days,9987806970
500DM,150220494,KA57F1318,500DM/2-All Days,9987806861
317QK,150220371,KA57F0588,317QK/1-All Days,9987806640
MKT-12HK,150222179,KA57F1494,MKT-12HK/14-All Days,9987806543
380C,150222158,KA57F0697,380C/1-All Days,9987806397
G-12,150221670,KA01FA2145,G-12/6-All Days,9987806371
KBS-12HK,150222899,KA57F1438,KBS-12HK/22-All Days,9987806223
286F,150221656,KA01F9422,286F/2-All Days,9987806788
12F-2,150222992,KA57F1389,12F-2/2-All Days,9987806098
326E,150219859,KA01F4370,326E/4-All Days,9987806075
296C,150221727,KA01F9442,296C/1-All Days,9987806056
302A,150220601,KA01F8915,302A/2-All Days,9987806016
MKT-12HK,150219637,KA57F1493,MKT-12HK/13-All Days,9987805977
500D,150218051,KA01FA2074,500D/11-Week Days,9987805896
KBS-1I,150220119,KA57F0436,KBS-1I/25-All Days,9987805695
12F-5,150221522,KA57F1388,12F-5/3-All Days,9987805675
KBS-12HK,150222394,KA57F1346,KBS-12HK/10-All Days,9987805668
298P,150220216,KA57F0618,298P/9-All Days,9987805441
381J,150219680,KA01F4494,381J/1-All Days,9987805291
317YE,150220297,KA57F0587,317YE/1-All Days,9987805287
KBS-12HK,150222358,KA57F1495,KBS-12HK/20-All Days,9987805048
317E,150220314,KA57F0451,317E/1-All Days,9987804960
298PA,150220385,KA01FA1839,298PA/1-All Days,9987804933
317W,150220688,KA01F4476,317W/1-All Days,9987804930
381C,150220336,KA57F0502,381C/2-All Days,9987804820
300H,150221099,KA57F0196,300H/5-Holiday,9987804815
314A,150219675,KA53F0123,314A/4-Week Days,9987804796
MKT-12HK,150219686,KA57F1351,MKT-12HK/7-All Days,9987804708
KBS-12HK,150218245,KA57F1466,KBS-12HK/5-All Days,9987804563
317M,150219883,KA57F0578,317M/3-All Days,9987804549
MKT-12HK,150222395,KA57F1435,MKT-12HK/6-All Days,9987804366
290F,150219246,KA57F1068,290F/3-Week Days,9987804255
MKT-12HK,150220825,KA57F1433,MKT-12HK/4-All Days,9984804132
383A,150219258,KA57F0459,383A/1-All Days,9987804106
382AB,150220142,KA57F0460,382AB/1-All Days,9987804013
326E,150219459,KA57F0437,326E/2-All Days,9987803962
380C,150222396,KA57F0674,380C/2-All Days,9987803955
302H,150222864,KA53F0176,302H/1-Holiday,9987803898
289F,150219638,KA57F0417,289F/3-All Days,9987803689
381C,150220538,KA01FA1892,381C/6-All Days,9987803670
317K,150221640,KA01FA1791,317K/1-All Days,9987803498
KBS-12HK,150221340,KA57F1344,KBS-12HK/11-All Days,9987803478
328H,150219705,KA57F0658,328H/12-All Days,9987803427
289F,150219730,KA01F2936,289F/2-All Days,9987803379
KBS-12HK,150222143,KA57F1437,KBS-12HK/4-All Days,9987803348
500DY,150219959,KA01F8904,500DY/1-All Days,9987803310
280F,150222119,KA57F0438,280F/3-All Days,9987803265
328H,150220124,KA01F3912,328H/1-All Days,9987803210
382A,150220022,KA57F0562,382A/1-All Days,9987803209
375B,150222916,KA01F4778,375B/1-All Days,9967515630
223D,150223110,KA01F4557,223D/3-All Days,9967515497
501A,150223046,KA01F4346,501A/13-All Days,9967519478
CHAKRA-3A,150223034,KA57F1441,CHAKRA-3A/2-All Days,9967515404
401K,150223028,KA57F0408,401K/39-All Days,9967515359
290EB,150223025,KA57F1378,290EB/2-All Days,9967515341
375D,150223010,KA01FA2353,375D/5-All Days,9967515319
378,150223114,KA57F0934,378/7-All Days,9967515277
221L,150223090,KA57F1356,221L/1-All Days,9967515242
501C,150220447,KA57F0404,501C/8-All Days,9967514886
501BH,150223015,KA01F8980,501BH/4-All Days,9967514801
378,150223060,KA57F0757,378/5-All Days,9967514536
223D,150223115,KA57F0769,223D/1-All Days,9967514328
226H,150223038,KA01F4728,226H/1-All Days,9967514314
410FA,150223098,KA01F8717,410FA/12-All Days,9967514280
335N,150223096,KA57F0465,335N/10-All Days,9967514273
223E,150223106,KA57F0558,223E/1-All Days,9967514237
378,150223051,KA57F0964,378/14-All Days,9967514179
335N,150223061,KA57F0758,335N/8-All Days,9967513897
401K,150223037,KA57F0464,401K/11-All Days,9967513590
401KA,150223026,KA01FA1454,401KA/1-All Days,9967513431
222A,150223023,KA01F4540,222A/7-All Days,9967513347
CHAKRA-3A,150223029,KA57F1442,CHAKRA-3A/3-All Days,9967513090
501BH,150223019,KA01F4558,501BH/5-All Days,9967513006
291J,150222270,KA01F3697,291J/4-All Days,9967512216
507DY,150221447,KA01F9307,507DY/3-All Days,9967511974
G-10,150222322,KA01F4446,G-10/4-All Days,9967511567
291H,150222802,KA01F3864,291H/2-All Days,9967511390
G-11,150222952,KA01F4339,G-11/6-All Days,9967511352
291H,150221304,KA01F3796,291H/1-All Days,9967511348
112,150219897,KA01F9445,112/4-All Days,9967511339
302D,150222360,KA01F9034,302D/4-Week Days,9967511317
37,150220551,KA01F3577,37/4-All Days,9967510335
JPV-45E,150219910,KA53F0009,JPV-45E/6-Holiday,9967509942
13J,150222273,KA01FA0228,13J/1-All Days,9967509887
211C,150220412,KA01F8761,211C/2-All Days,9967509761
217D,150220475,KA01F9486,217D/1-All Days,9967509709
211,150222991,KA01FA0223,211/1-All Days,9967509619
600CF,150222295,KA53F0110,600CF/4-All Days,9967509042
201J,150220487,KA57F0474,201J/5-All Days,9967508906
45B,150222323,KA01F3271,45B/4-All Days,9967508544
295D,150222305,KA01F8910,295D/1-All Days,9967507726
302B,150220282,KA57F0730,302B/5-Holiday,9967507562
K-6,150220512,KA01F8918,K-6/5-All Days,9967507513
333E,150219632,KA01F8547,333E/11-Holiday,9967507306
