Route_No,DEVICE_ID,vehicle_no,schedule_name,SIM_NUMBER
500D,150813337,KA57F0491,500D/46-All Days,9967551241
500D,150812902,KA01F4642,500D/41-All Days,9967485319
330,150810578,KA01FA1142,330/1-All Days,9967470930
328E,150813113,KA01FA1087,328E/2-All Days,9967466026
333F,150814286,KA01FA1077,333F/1-All Days,9967468416
330P,150814031,KA01FA1010,330P/1-All Days,9967466801
325A,150811533,KA01FA0855,325A/1-All Days,9967465209
329H,150814242,KA01FA1109,329H/1-All Days,9967468618
319G,150814294,KA01FA0962,319G/1-All Days,9967472078
328G,150814345,KA01FA0577,328G/1-All Days,9967553360
327K,150814056,KA01FA0638,327K/1-All Days,9967553239
Chakra-8A,150812893,KA01FA1127,Chakra-8A/4-Week-End,9967466763
258CC,150810631,KA53F0266,258CC/2-All Days,9967461201
502L,150813093,KA53F0174,502L/1-All Days,9967467509
323,150812889,KA01FA0844,323/1-All Days,9967498487
255E,150812938,KA53F0239,255E/3-All Days,9967554983
258CB,150811543,KA57F0744,258CB/5-All Days,9967556182
323N,150814295,KA01FA0768,323N/1-All Days,9967466587
326C,150810802,KA01FA1013,326C/1-All Days,9967497170
306B,150811498,KA01FA0498,306B/1-All Days,9967499345
305D,150811286,KA01FA1108,305D/1-All Days,9967553893
337,150813638,KA01FA1037,337/1-All Days,9967486587
255L,150811566,KA01FA1632,255L/1-All Days,9967464126
306E,150810611,KA01FA0377,306E/2-All Days,9967498705
KBS-1I,150810444,KA57F0103,KBS-1I/2-All Days,9967549309
258VF,150812418,KA01FA0312,258VF/1-All Days,9967557586
KBS-1I,150814241,KA01FA0420,KBS-1I/10-All Days,9967467352
258,150810812,KA01FA0362,258/4-All Days,9967554843
328H,150813329,KA01FA0353,328H/9-All Days,9967468815
SBS-13K,150811319,KA01FA1104,SBS-13K/3-All Days,9967553379
258TC,150810445,KA01FA0190,258TC/1-All Days,9967556787
258VC,150811576,KA50F0007,258VC/1-All Days,9967461609
257H,150812428,KA01FA0879,257H/1-All Days,9967556784
328H,150810356,KA01FA1095,328H/3-All Days,9967465886
SBS-13K,150814209,KA01FA0383,SBS-13K/2-All Days,9967466384
329E,150811419,KA01FA1015,329E/1-All Days,9967466320
258C,150813512,KA01FA1878,258C/5-All Days,9967556744
500DG,150813999,KA53F0128,500DG/2-All Days,9967460796
258C,150810532,KA01FA1272,258C/6-All Days,9967460242
G-8,150810401,KA01FA2348,G-8/12-All Days,9967554653
258R,150812425,KA57F0147,258R/1-All Days,9967461518
258CC,150810098,KA53F0289,258CC/3-All Days,9967556870
258VA,150810442,KA01FA0930,258VA/1-All Days,9967559885
258B,150814604,KA57F0826,258B/4-All Days,9967556264
502C,150811587,KA53F0131,502C/3-All Days,9967549116
500DG,150813427,KA01F3469,500DG/5-All Days,998779839
250SA,150813256,KA01FA0860,250SA/2-All Days,9967463215
502FA,150813654,KA01FA1329,502FA/1-All Days,9967549207
G-8,150814466,KA01FA2177,G-8/7-All Days,9967549186
502F,150811478,KA01FA0336,502F/7-All Days,9987783474
258SA,150811374,KA01FA1283,258SA/1-All Days,9987783286
406,150814728,KA01FA1376,406/1-All Days,9967467548
256MA,150813264,KA01FA0196,256MA/1-All Days,9967549103
256K,150811550,KA01F2715,256K/1-All Days,9967551013
502FA,150813731,KA01FA1230,502FA/4-All Days,9967559607
502FA,150814018,KA01FA1282,502FA/2-All Days,9967549106
258C,150812869,KA01FA0272,258C/12-All Days,9967464457
502FA,150811500,KA01FA0707,502FA/3-All Days,9967549055
256B,150814407,KA01FA0260,256B/1-All Days,9967462379
401M,150813158,KA01F9000,401M/17-All Days,9967458765
215H,150813054,KA01F4509,215H/11-All Days,9967455647
410FA,150813954,KA01FA1604,410FA/2-All Days,9967456342
215H,150813786,KA01F9581,215H/12-All Days,9967493490
234,150813630,KA01FA1499,234/1-All Days,9967456756
248M,150813756,KA01F4349,248M/1-All Days,9967486898
210U,150810088,KA01F9360,210U/1-All Days,9967455421
600C,150811371,KA01FA1773,600C/14-Week Days,9967492796
225C,150811383,KA01F4773,225C/11-All Days,9967479831
225DA,150811342,KA57F0480,225DA/1-All Days,9967480767
MBS-9,150813153,KA01F8686,MBS-9/7-All Days,9967458831
225B,150814041,KA01F8911,225B/1-All Days,9967456054
378,150813798,KA01FA0505,378/25-All Days,9967494508
225K,150810811,KA01FA0268,225K/1-All Days,9967459691
401R,150813870,KA57F0294,401R/14-Holiday,9967456187
243D,150813564,KA01F4739,243D/2-All Days,9967558826
242T,150812861,KA57F0288,242T/1-All Days,9967552384
243M,150221366,KA57F0199,243M/1-All Days,9987797636
242Q,150220224,KA01FA2321,242Q/1-All Days,9967512609
245R,150811510,KA01FA2228,245R/1-All Days,9967558744
243G,150219325,KA01F3762,243G/1-All Days,9987797835
241P,150222004,KA57F0759,241P/1-All Days,9987798731
245D,150814690,KA01FA2112,245D/2-All Days,9967454744
241C,150220450,KA57F0646,241C/3-All Days,9967512551
240,150811491,KA01F3699,240/2-All Days,9967502798
258VB,150813562,KA01FA1290,258VB/1-All Days,9967461657
255C,150813658,KA53F0236,255C/1-All Days,9967460842
G-8,150811336,KA01FA2346,G-8/10-All Days,9967467515
255J,150810108,KA01F3540,255J/1-All Days,9967556056
258,150813552,KA57F0829,258/9-All Days,9967549608
258C,150813621,KA57F0598,258C/1-All Days,9967464094
G-8,150813173,KA01FA2218,G-8/2-All Days,9967549601
G-8,150814082,KA01F4328,G-8/9-All Days,9967556689
258VG,150812909,KA01FA1646,258VG/1-All Days,9967461784
258QA,150813989,KA53F0261,258QA/1-All Days,9967549417
G-8,150812845,KA01FA2343,G-8/8-All Days,9967556861
G-8,150814148,KA01FA2184,G-8/1-All Days,9987790465
257D,150220733,KA01FA0866,257D/1-All Days,8828028716
342U,150813281,KA01FA0487,342U/1-All Days,9967486381
342F,150814029,KA01FA1414,342F/2-All Days,9967499037
501GA,150811255,KA57F1092,501GA/3-Holiday,9967498042
600F,150811201,KA57F0975,600F/11-All Days,9967471883
341B,150810634,KA01FA1400,341B/2-All Days,9967499424
KBS-3A,150812822,KA57F1242,KBS-3A/11-All Days,9967486605
KBS-3A,150810633,KA57F1241,KBS-3A/17-All Days,9967489703
600CB,150814596,KA57F1037,600CB/2-All Days,9967497928
361K,150814391,KA57F0976,361K/1-All Days,9967499596
361D,150810654,KA57F1020,361D/1-All Days,9967485601
500D,150810653,KA01FA2075,500D/59-All Days,9967486166
342F,150810822,KA57F0992,342F/8-All Days,9967486558
KBS-3A,150810519,KA57F1245,KBS-3A/3-All Days,9967486701
342-B,150813784,KA50F0119,342-B/1-All Days,9967499569
356M,150813828,KA57F1142,356M/15-All Days,9967486416
349F,150810378,KA50F0057,349F/1-All Days,9967499460
342E,150812821,KA01FA1633,342E/1-All Days,9967554224
342A,150814499,KA01FA1254,342A/1-All Days,9967499732
342H,150813817,KA01FA1225,342H/4-All Days,9967499368
342J,150814181,KA01FA0603,342J/1-All Days,9967497248
342G,150812927,KA01FA1915,342G/1-All Days,9967497186
399B,150811384,KA57F0841,399B/1-Holiday,9967553977
600C,150812882,KA57F0840,600C/4-All Days,9967473221
356CD,150812897,KA57F1022,356CD/1-All Days,9967553815
KBS-3A,150811521,KA57F1228,KBS-3A/2-All Days,9967552950
KBS-3C,150813354,KA57F1248,KBS-3C/9-All Days,9967473226
KBS-3A,150814344,KA57F1230,KBS-3A/34-All Days,9967553015
KBS-3C,150811551,KA57F1232,KBS-3C/5-All Days,9967553014
KBS-3E,150813713,KA57F1236,KBS-3E/10-All Days,9967554152
KBS-3C,150810458,KA57F1249,KBS-3C/10-All Days,9967553319
360,150814057,KA57F1090,360/20-All Days,9967553894
600F,150811351,KA57F0949,600F/8-All Days,9967467950
KBS-3A,150812408,KA57F1234,KBS-3A/36-All Days,9967467654
505E,150814628,KA57F0943,505E/7-All Days,9967553419
356Z,150813627,KA01FA1403,356Z/1-All Days,9967553285
600CA,150814784,KA01FA1413,600CA/5-All Days,9967465917
600C,150814237,KA01FA0593,600C/3-All Days,9967553984
G-3,150814366,KA01FA2103,G-3/15-All Days,9967553615
351M,150810554,KA57F1361,351M/All Days,9967553258
600F,150813849,KA01F8601,600F/26-All Days,9967466380
G-3,150811596,KA01FA2137,G-3/13-All Days,9967553083
354B,150814050,KA53F0172,354B/1-All Days,9967549315
354A,150810589,KA57F1089,354A/1-All Days,9967552529
351H,150812911,KA01FA0985,351H/1-All Days,9967469660
356Z,150814781,KA01FA1942,356Z/2-Holiday,9967552856
399C,150811260,KA01F2759,399C/2-All Days,9967470611
356F,150814328,KA01FA1409,356F/1-All Days,9967554381
KBS-3A,150811447,KA57F1231,KBS-3A/9-All Days,9967554213
KBS-3A,150811556,KA57F1233,KBS-3A/8-All Days,9967467725
351,150814184,KA01F4514,351/1-All Days,9967553394
KBS-3A,150814089,KA57F1235,KBS-3A/23-All Days,9967470798
500DC,150814739,KA01F8701,500DC/6-All Days,9967469493
352,150811409,KA01F4818,352/1-All Days,9967468897
351J,150810405,KA01FA0562,351J/1-All Days,9967467753
399A,150810606,KA01FA1651,399A/1-All Days,9967552463
356Z,150812920,KA01F3619,356Z/3-All Days,9967552736
356M,150814343,KA01FA1510,356M/2-All Days,9967471098
505E,150814080,KA57F0926,505E/9-All Days,9967471674
361C,150811281,KA53F0083,361C/2-All Days,9967473122
361C,150814353,KA01F8649,361C/4-All Days,9967469043
KBS-3A,150811421,KA57F1238,KBS-3A/20-All Days,9967468176
505E,150813033,KA01F8969,505E/8-All Days,9967468054
G-3,150812896,KA01FA2122,G-3/14-All Days,9967472943
356H,150813938,KA57F1369,356H/2-All Days,9967472613
350E,150811268,KA01F3652,350E/2-All Days,9967471226
360,150811303,KA50F0170,360/14-All Days,9967469618
600CA,150814644,KA01FA1600,600CA/1-All Days,9967553463
3F-1,150813818,KA57F1364,3F-1/2-All Days,9967552546
600CA,150814051,KA01FA0006,600CA/6-All Days,9967469273
356H,150814363,KA01F8562,356H/3-All Days,9967470276
358A,150814742,KA01F2880,358A/1-All Days,9967464919
600C,150814358,KA01F8704,600C/9-All Days,9967469741
BC-3B,150810832,KA57F1366,BC-3B/1-All Days,9967472246
328H,150811270,KA01FA1266,328H/8-All Days,9967467921
361B,150814055,KA01F3589,361B/1-All Days,9967552562
600F,150813112,KA01F4679,600F/6-All Days,9967469485
G-3,150814305,KA01FA2121,G-3/12-All Days,9967552495
3F-1,150813981,KA57F1359,3F-1/3-All Days,9967468270
600F,150811530,KA57F0842,600F/5-All Days,9967471200
378D,150812434,KA01FA1759,378D/3-All Days,9967469289
3F-5,150810588,KA57F1391,3F-5/3-All Days,9967553970
600F,150813513,KA01F8663,600F/27-All Days,9967472680
399C,150813793,KA57F1358,399C/1-All Days,9967469626
328H,150813903,KA01FA2023,328H/10-All Days,9867363911
600F,150814741,KA01F3475,600F/17-All Days,9967471891
360Q,150811527,KA57F1357,360Q/1-All Days,9967552730
356A,150813771,KA01F4480,356A/1-All Days,9967553796
247,150814858,KA01F3728,247/1-All Days,9967544301
410FA,150813591,KA01F8634,410FA/11-All Days,9967545512
333L,150811164,KA53F0061,333L/3-Holiday,9967543837
80B,150812599,KA01F3747,80B/1-All Days,9967543527
238C,150811375,KA01F3755,238C/2-All Days,9967543951
401K,150810495,KA01F8721,401K/28-All Days,9967544283
235H,150814393,KA01F8713,235H/1-All Days,9967543845
80G,150813098,KA01F8696,80G/3-Week Days,9967544856
248P,150810546,KA01F8633,248P/1-All Days,9967547467
242,150811263,KA01F4929,242/3-Week Days,9967544069
271,150814380,KA01F8770,271/1-All Days,9967543759
248N,150813049,KA01F8755,248N/3-Week Days,9967547938
244C,150810841,KA01F9539,244C/1-Week Days,9967547255
238U,150814068,KA01F4697,238U/10-Holiday,9967547689
502H,150811018,KA57F0180,502H/20-All Days,9967543930
500CT,150811403,KA57F0069,500CT/2-All Days,9967544238
325,150814355,KA53F0166,325/2-All Days,9967471463
329C,150812894,KA53F0202,329C/1-All Days,9967466231
399,150811275,KA01FA1134,399/3-All Days,9967466442
CHAKRA-8A,150810364,KA57F1451,CHAKRA-8A/1-All Days,9967472767
SBS-1K,150814296,KA01FA2104,SBS-1K/1-All Days,9967469119
80G,150810671,KA01F4647,80G/2-All Days,9967543293
252F,150813026,KA01F8774,252F/13-All Days,9967542875
333K,150811278,KA01FA0963,333K/1-All Days,9967464580
238ZA,150811353,KA01F3903,238ZA/1-Week Days,9967543107
502V,150813670,KA01F4959,502V/4-All Days,9967547610
600FD,150810829,KA01FA1351,600FD/2-All Days,9967543295
248Y,150813959,KA01F2977,248Y/1-All Days,9967493428
243D,150814118,KA01F3761,243D/1-All Days,9967547932
K-4,150814214,KA57F0650,K-4/8-All Days,9967547839
80E,150811443,KA01F8970,80E/1-All Days,9967543151
252F,150810308,KA01F4792,252F/15-All Days,9967542823
JPV-13,150812469,KA57F0206,JPV-13/3-Holiday,9967544204
502H,150813615,KA01F4881,502H/10-All Days,9967545582
96A,150814365,KA01FA0155,96A/2-All Days,9967543109
335M,150812467,KA01FA1458,335M/3-All Days,9967544258
410J,150814038,KA50F0072,410J/1-All Days,9967543367
KBS-1I,150814599,KA01FA0991,KBS-1I/30-All Days,9967470565
253,150813283,KA01F4627,253/2-All Days,9967547715
K-4,150810425,KA57F0639,K-4/12-All Days,9967543195
KBS-1K,150814420,KA01FA1080,KBS-1K/3-All Days,9967470034
89D,150810513,KA01FA1001,89D/1-All Days,9967543887
246,150811647,KA01F3071,246/2-All Days,9892945127
KBS-1I,150814244,KA01F3000,KBS-1I/12-All Days,9967468398
323C,150814014,KA01FA1060,323C/1-All Days,9967471927
G-7,150813983,KA01FA1451,G-7/14-All Days,9967544071
248G,150810092,KA01F4641,248G/8-Week Days,9967544154
502B,150813474,KA01FA0366,502B/1-All Days,9967470388
324E,150810556,KA01FA0970,324E/1-All Days,9967471407
401K,150811449,KA57F0394,401K/32-All Days,9967542864
248G,150814190,KA01FA2309,248G/2-Holiday,9967544376
329M,150813912,KA01FA0941,329M/1-All Days,9967549261
CHAKRA-8A,150810400,KA57F1464,CHAKRA-8A/2-All Days,9967469904
501A,150810255,KA01FA1519,501A/27-Holiday,9967543581
63,150811601,KA01F8619,63/7-All Days,9967547586
238V,150810608,KA01F3820,238V/3-Week Days,9967545864
83D,150811474,KA01F3857,83D/2-All Days,9967543829
502H,150811257,KA01F4879,502H/9-All Days,9967543589
401KB,150813421,KA01F9496,401KB/8-All Days,9967547706
235J,150811391,KA01F4989,235J/1-All Days,9967543073
242B,150813249,KA01F8953,242B/7-Week Days,9967544076
502H,150814852,KA50F0128,502H/15-All Days,9967543744
KBS-1I,150814054,KA01FA1054,KBS-1I/8-All Days,9967497990
506A,150813815,KA01FA1017,506A/1-All Days,9987799381
327G,150814011,KA01FA1096,327G/1-All Days,9967489011
502H,150811654,KA57F0980,502H/16-All Days,9967543294
80G,150813837,KA01F8646,80G/4-Holiday,9967543473
252F,150812474,KA01F4861,252F/12-All Days,9967547542
248,150813677,KA57F0737,248/23-All Days,9967547847
501C,150811321,KA01F4694,501C/15-All Days,9967548709
80A,150811017,KA01F8668,80A/4-All Days,9967543318
238U,150813276,KA01FA2352,238U/9-Week Days,9967543572
96G,150810998,KA01FA2317,96G/14-All Days,9967543648
244C,150810685,KA01F3601,244C/5-All Days,9967543794
80R,150810594,KA01F8655,80R/2-Week Days,9967543050
80A,150811656,KA01F8550,80A/6-All Days,9967543529
502H,150811250,KA57F0734,502H/13-All Days,9967543614
96A,150812172,KA01FA0154,96A/6-All Days,9967543611
502H,150810670,KA01F8739,502H/19-All Days,9967543692
401MK,150813089,KA01F8815,401MK/3-All Days,9967543994
401M,150812056,KA01F8779,401M/30-All Days,9967547856
96,150811458,KA01FA0156,96/13-Week Days,9967543785
96A,150813672,KA01FA0163,96A/5-All Days,9967548042
88A,150810309,KA01F3730,88A/3-All Days,9967543235
240N,150814175,KA57F1008,240N/1-All Days,9967543316
600FD,150811186,KA01F8656,600FD/1-All Days,9967543934
45E,150813780,KA42F1694,45E/1-Holiday,9967543993
501F,150812072,KA57F0989,501F/2-Week Days,9967543271
332,150810511,KA01FA0775,332/1-All Days,9967465724
306T,150811210,KA01FA0443,306T/1-All Days,9967496382
KBS-1I,150813198,KA01FA1797,KBS-1I/1-All Days,9967497523
329A,150813255,KA01FA0830,329A/1-All Days,9967480286
322C,150811225,KA01FA0805,322C/1-All Days,9967553587
KBS-1K,150813968,KA01FA0810,KBS-1K/1-All Days,9967485406
323DN,150810454,KA57F1465,323DN/1-All Days,9967497787
323D,150814325,KA01FA0635,323D/1-All Days,9967497180
12F-5,150810410,KA01FA1128,12F-5/11-All Days,9967485837
324,150812406,KA01FA0782,324/1-All Days,9967498782
328HD,150813262,KA57F1456,328HD/2-All Days,9967465574
305D,150813925,KA01FA0956,305D/4-All Days,9967470059
12F-5,150810441,KA01FA0640,12F-5/14-All Days,9967466203
324A,150813667,KA01FA0529,324A/1-All Days,9967497148
328HA,150814028,KA01FA0760,328HA/3-All Days,9967466356
329G,150811273,KA01FA1064,329G/1-All Days,9967465607
12F-3,150814356,KA57F1458,12F-3/3-All Days,9967471823
323AK,150813303,KA01FA1029,323AK/1-All Days,9967498480
500F,150810447,KA01FA0375,500F/1-Week Days,9967466536
329L,150814733,KA01FA0472,329L/1-All Days,9967552961
KBS-1K,150814395,KA01FA1033,KBS-1K/12-All Days,9967464959
327E,150813650,KA01FA1041,327E/1-All Days,9967489364
323M,150813758,KA01FA0560,323M/1-All Days,9967472871
327,150814091,KA01FA0421,327/2-All Days,9967496718
SBS-1K,150811538,KA01FA2166,SBS-1K/3-All Days,9967456904
329F,150810809,KA01FA1102,329F/1-All Days,9967498768
335D,150811452,KA57F0104,335D/1-Week Days,9967499663
KBS-1I,150814398,KA01FA1058,KBS-1I/3-All Days,9967498917
328H,150811235,KA01FA1062,328H/7-All Days,9967488310
321D,150813916,KA01FA0762,321D/1-All Days,9967498856
323F,150813351,KA01FA1030,323F/1-All Days,9967489038
12F-5,150810091,KA01FA0957,12F-5/1-All Days,9967553625
323L,150812414,KA01FA0491,323L/1-All Days,9967554037
325,150811462,KA01FA0385,325/1-All Days,9967497584
323H,150814699,KA01FA0700,323H/1-All Days,9967486656
399,150814185,KA01FA0758,399/1-All Days,9967486039
JPV-400D,150814487,KA57F0184,JPV-400D/1-Holiday,9967488536
304D,150811477,KA01FA1023,304D/1-All Days,9967498960
306D,150810652,KA01FA1176,306D/1-All Days,9967498277
KBS-1I,150813708,KA01FA0623,KBS-1I/5-All Days,9967486543
328E,150813353,KA01FA1105,328E/1-All Days,9967488736
328HC,150814688,KA01FA0404,328HC/1-All Days,9967496751
PK-500K,150814410,KA42F1710,PK-500K/1-Week Days,9967489944
333N,150814683,KA01FA0771,333N/1-All Days,9967465741
328F,150813601,KA01FA1034,328F/1-All Days,9967469961
304MC,150813827,KA01FA1019,304MC/1-All Days,9967465208
304,150814293,KA01FA1091,304/1-All Days,9967471736
KBS-1I,150811313,KA57F1106,KBS-1I/4-All Days,9967466032
500G,150812879,KA01F8917,500G/7-All Days,9967549678
503,150811582,KA01F8647,503/1-All Days,9967549941
280F,150813428,KA01FA0089,280F/4-All Days,9967552181
284,150813553,KA01F8679,284/2-All Days,9967463098
285ME,150811544,KA01FA1787,285ME/2-All Days,9967560192
CHAKRA-10,150814460,KA50F0004,CHAKRA-10/2-All Days,9967551034
297F,150814145,KA53F0133,297F/1-All Days,9967461306
284D,150812860,KA53F0159,284D/14-Week Days,9967461345
288H,150811399,KA57F1285,288H/2-All Days,9967549981
298H,150813988,KA53F0037,298H/1-Holiday,9967460642
402M,150810831,KA53F0039,402M/1-Week Days,9967560264
288H,150813633,KA53F0162,288H/5-All Days,9967552081
401AB,150810504,KA01FA0735,401AB/1-All Days,9967556617
401A,150812426,KA57F0991,401A/10-All Days,9967559435
282C,150811202,KA57F1253,282C/1-All Days,9967557839
401R,150811583,KA01FA0749,401R/5-All Days,9967462392
407D,150810800,KA01F3946,407D/1-All Days,9967556278
BC-9B,150813466,KA01FA0728,BC-9B/3-All Days,9967461880
276,150810804,KA53F0140,276/2-All Days,9967560571
402D,150810489,KA01F8740,402D/4-All Days,9967559761
500AA,150810107,KA01FA1796,500AA/3-Weekday-Holiday,9967463897
290E,150814250,KA57F1035,290E/3-All Days,9967552169
284D,150814747,KA01FA1863,284D/18-All Days,9967552241
356J,150811468,KA01FA0871,356J/1-All Days,9967556798
289,150813635,KA01FA0071,289/1-All Days,9967461574
291K,150814772,KA01FA0725,291K/1-All Days,9967549915
407,150813419,KA01FA0827,407/3-All Days,9967460543
286H,150814409,KA01FA0141,286H/1-All Days,9967484391
290E,150811249,KA53F0218,290E/24-All Days,9967462769
365M,150810506,KA01FA1836,365M/2-All Days,9967559793
298M,150813423,KA01FA0934,298M/19-All Days,9967463623
404C,150813399,KA01F3910,404C/2-All Days,9967549929
290E,150811506,KA01FA1377,290E/15-All Days,9967460756
289A,150813229,KA01FA0341,289A/3-All Days,9967549920
280K,150810403,KA01FA1434,280K/1-All Days,9967463974
G-9,150810550,KA01FA1467,G-9/8-All Days,9967550483
285MA,150810406,KA01FA1556,285MA/7-All Days,9967467359
507D,150814617,KA01FA1599,507D/1-All Days,9967556980
G-9A,150814694,KA01FA2193,G-9A/6-All Days,9967467027
285JE,150813385,KA01FA0746,285JE/1-All Days,9967464482
289L,150812898,KA01FA1426,289L/1-All Days,9967464181
284A,150810083,KA01FA1443,284A/3-All Days,9967460371
253L,150810531,KA01FA1567,253L/1-All Days,9967556397
372G,150811047,KA01FA1562,372G/1-All Days,9967549375
366M,150810541,KA01FA0102,366M/3-All Days,9967542085
366D,150810853,KA01FA0435,366D/1-All Days,9987819905
G-4,150810251,KA01FA2164,G-4/6-All Days,9967542274
353A,150811655,KA01FA0451,353A/1-All Days,9967542318
372F,150812565,KA01FA0804,372F/1-All Days,9967547095
361C,150813525,KA53F0200,361C/9-All Days,9967542416
365D,150811042,KA01FA0539,365D/2-All Days,9967542064
366,150811012,KA01FA0517,366/7-All Days,9967542154
366F,150810614,KA01FA0540,366F/1-All Days,9967546873
365P,150812064,KA57F0643,365P/8-All Days,9967541653
366G,150813321,KA01FA0294,366G/3-All Days,9967541406
366Z,150814361,KA57F0640,366Z/2-All Days,9967547018
600FA,150812607,KA57F0487,600FA/1-All Days,9967546983
AS-10,150811337,KA01F3249,AS-10/1-All Days,9967546944
365P,150813946,KA53F0206,365P/15-All Days,9967542359
365Q,150811678,KA01FA0704,365Q/1-All Days,9967542013
BC-3A,150814163,KA01FA0407,BC-3A/7-All Days,9967542004
366Z,150811637,KA01FA2151,366Z/4-All Days,9967542476
371D,150810692,KA01F4634,371D/1-All Days,9967542073
366QA,150811574,KA01FA1148,366QA/1-All Days,9967547036
365D,150810620,KA01F4863,365D/3-All Days,9967542470
365P,150811600,KA01FA0662,365P/5-All Days,9967542541
355C,150814676,KA01FA1903,355C/2-All Days,9967542203
365S,150810545,KA01FA0401,365S/1-All Days,9967544892
258CC,150814180,KA57F0824,258CC/4-All Days,9987796948
258A,150812851,KA57F0844,258A/1-All Days,9987796383
365E,150812074,KA01FA1547,365E/2-All Days,9967546893
365H,150811043,KA01F8757,365H/1-All Days,9967542216
367F,150814327,KA57F0384,367F/1-All Days,9967542576
600F,150811053,KA57F0489,600F/24-All Days,9967541568
344B,150811015,KA01FA1155,344B/1-All Days,9967541298
344A,150810367,KA01FA0876,344A/2-All Days,9967544623
365J,150812950,KA01FA0857,365J/6-All Days,9967545626
368C,150810959,KA01FA1256,368C/1-All Days,9967542574
355E,150810986,KA01FA1180,355E/1-All Days,9967542456
600F,150811653,KA01F8806,600F/20-All Days,9967545081
226N,150814102,KA57F1272,226N/9-All Days,9967545613
226K,150814337,KA53F0215,226K/1-All Days,9967541731
226VC,150811392,KA57F1271,226VC/1-All Days,9967547294
226E,150811306,KA57F0816,226E/1-All Days,9967545106
231J,150811368,KA01FA0330,231J/1-All Days,9967545598
226VA,150810956,KA01FA1401,226VA/1-All Days,9967544877
226N,150812401,KA57F0818,226N/7-All Days,9967542795
226N,150813648,KA01F4677,226N/4-All Days,9967544953
226SB,150812589,KA01FA0595,226SB/1-All Days,9967545612
226N,150811179,KA57F1091,226N/5-All Days,9967547669
211M,150811389,KA01FA0347,211M/1-All Days,9967544789
226VB,150812834,KA01FA0015,226VB/1-All Days,9967544805
226S,150814079,KA01FA1494,226S/1-All Days,9967545926
226N,150813109,KA57F0807,226N/3-Week Days,9967545868
375G,150814362,KA01FA1709,375G/1-All Days,9967543697
226N,150811328,KA01FA0933,226N/19-All Days,9967545949
227Y,150814213,KA53F0231,227Y/1-All Days,9967543244
226N,150810860,KA57F0808,226N/17-All Days,9967545932
226N,150811466,KA01FA1204,226N/8-All Days,9967544884
226N,150813653,KA01FA1683,226N/14-All Days,9967548382
226N,150814199,KA01FA1229,226N/2-All Days,9967544660
226R,150814367,KA01F2856,226R/1-All Days,9967543310
226M,150810859,KA53F0235,226M/13-All Days,9967548626
226NB,150813266,KA01FA0619,226NB/1-All Days,9967545761
213DA,150811557,KA01FA0733,213DA/1-All Days,9967548747
226G,150814123,KA01FA1484,226G/1-All Days,9967548335
375G,150814292,KA01FA0351,375G/3-All Days,9967545107
226NA,150811649,KA53F0210,226NA/1-All Days,9967543275
226C,150813243,KA01FA0027,226C/2-All Days,9967547269
226C,150814674,KA01FA0340,226C/1-All Days,9967544047
226N,150814289,KA01F4704,226N/6-All Days,9967545371
227UB,150813021,KA01FA0117,227UB/1-All Days,9967548199
226M,150810533,KA53F0132,226M/2-All Days,9967545680
226V,150814552,KA57F0819,226V/1-All Days,9967542838
228H,150814441,KA01FA1440,228H/1-All Days,9967545134
226A,150813025,KA01F4822,226A/1-All Days,9967544782
226N,150813599,KA01F2756,226N/15-All Days,9967544679
211N,150811219,KA01FA0182,211N/2-All Days,9967489964
226P,150812562,KA50F0001,226P/1-All Days,9967545763
377,150811157,KA01FA0931,377/1-All Days,9967545860
226M,150812478,KA01FA0380,226M/15-All Days,9967545954
226M,150811122,KA01FA1891,226M/11-Week Days,9967544334
226D,150811165,KA01F2765,226D/1-All Days,9967544827
227RC,150812805,KA01FA1288,227RC/1-All Days,9967545377
213P,150814009,KA01FA1203,213P/2-All Days,9967545862
226M,150810639,KA01FA1524,226M/3-All Days,9967542897
226M,150810125,KA01FA0096,226M/12-All Days,9967542868
287K,150813874,KA01FA0097,287K/1-All Days,9967464594
289M,150810587,KA01FA0315,289M/1-All Days,9967467010
297H,150811494,KA01FA0334,297H/1-All Days,9967556864
356J,150813359,KA01FA0484,356J/4-All Days,9967556388
266G,150812944,KA01FA0727,266G/1-All Days,9967464404
282B,150811555,KA01FA0747,282B/2-All Days,9967557703
280L,150812873,KA01FA0752,280L/1-All Days,9967462153
299E,150811309,KA01FA0842,299E/1-All Days,9967463595
290B,150813882,KA01FA0938,290B/1-All Days,9967463160
401BJ,150813393,KA01FA1358,401BJ/2-All Days,9967551598
279H,150810638,KA01FA1543,279H/2-Holiday,9967556245
G-9A,150810579,KA01FA2178,G-9A/2-All Days,9967556698
285AA,150813593,KA01FA1826,285AA/1-Holiday,9967460522
289A,150812918,KA53F0134,289A/2-All Days,9967461582
276,150814765,KA53F0211,276/11-All Days,9967461791
290E,150811493,KA01F4570,290E/25-All Days,9967460744
290E,150811380,KA01F4817,290E/11-All Days,9967557423
290E,150813625,KA57F1034,290E/5-All Days,9967460211
G-10,150814682,KA01F4342,G-10/8-All Days,9967556211
276,150814559,KA01F8692,276/20-All Days,9967460789
288H,150810110,KA01F3299,288H/4-All Days,9967556338
277,150813864,KA01F3551,277/1-All Days,9967460427
289L,150814642,KA01FA0101,289L/2-All Days,9967554986
285MF,150813949,KA01FA0177,285MF/2-All Days,9967557797
